region_id,correlation,p_value,std_dev,mean_z_score
10_101945264_101946150,0.16563958425899805,0.005377558370078847,3.905927980528525e-05,2.5286218354451963e-17
10_102107250_102107604,0.21727152092869392,0.0002427072383436381,0.03377511579056732,0.0
10_102413666_102414176,0.38132246650482665,3.708866155262634e-11,0.07508977597950744,2.5286218354451963e-17
10_102414361_102414481,0.48486192325599115,5.646706649043222e-18,0.04111195952344653,1.8964663765838974e-17
10_102414551_102415106,0.3330038851118379,1.056490329150228e-08,0.06627275266163511,-5.373321400321042e-17
10_102415199_102415626,0.1737726116828799,0.0034752366095770278,0.04949463089159466,5.689399129751692e-17
10_102415928_102416226,0.2347839044820664,7.072339807120894e-05,0.06339846124588382,2.2125441060145468e-17
10_102430580_102431000,0.2395658541717506,4.966661473865215e-05,0.02315971738018272,-1.8964663765838974e-17
10_102469625_102470433,0.1512966375341864,0.01110034008072538,0.009088283260763344,6.321554588612991e-18
10_102473233_102473588,0.6410123835007027,6.477148890000085e-34,0.0979429509509663,0.0
10_102475371_102475678,0.8656443206814951,8.189069219499134e-86,0.10445450015842862,-1.1378798259503384e-16
10_102483809_102484537,0.6181604825664743,5.200880130931991e-31,0.08361588396327753,5.0572436708903925e-17
10_102488875_102490084,0.3994352567828066,3.459574058449714e-12,0.065287527593068,-1.8964663765838974e-17
10_102490181_102491162,0.5579543113320335,2.1520245682238657e-24,0.11292134934272022,-2.5286218354451963e-17
10_102495167_102495287,0.5874775059754055,1.821901996201734e-27,0.12022723154744044,-3.160777294306496e-17
10_102495395_102495621,0.8019242711697963,2.2749381953363854e-64,0.19693265150172617,-1.8964663765838974e-17
10_102497132_102497796,0.8052275728219118,2.8008326149842187e-65,0.16739167366564045,0.0
10_102499125_102500149,0.40752552774676015,1.1434490353852582e-12,0.09149957621539728,3.160777294306496e-17
10_102501199_102502342,0.576252426224254,2.919665539068387e-26,0.10067209145469176,2.5286218354451963e-17
10_102503788_102504016,0.3611858533376354,4.3902498057348215e-10,0.056033129264715376,-1.2643109177225981e-17
10_102504132_102504714,0.29963512477075116,3.0798465340571547e-07,0.0584951952495191,-9.482331882919487e-18
10_102504820_102505061,0.21295436972275497,0.00032416950207788965,0.02395333756778176,2.844699564875846e-17
10_102505172_102506214,0.3085824524265134,1.2980639421248744e-07,0.055699118959039846,2.5286218354451963e-17
10_102507370_102508358,0.4844907130285274,6.03409268342528e-18,0.10316902576193647,6.321554588612991e-18
10_102508441_102508923,0.3714564551466544,1.271580455155689e-10,0.08990888454915043,-1.2643109177225981e-17
10_102509419_102509651,0.45803934183173095,5.578517663677597e-16,0.14645343309580913,6.321554588612991e-18
10_102586339_102587196,0.22359950667976297,0.00015716538530639984,0.029037766292935578,1.2643109177225981e-17
10_102587679_102588515,0.49518926105541794,8.627725140599114e-19,0.06966854003366367,-4.4250882120290936e-17
10_102588725_102588845,0.5196921826590585,7.688171749069843e-21,0.04672550338694761,-6.63763231804364e-17
10_102589065_102589624,0.8680234702012237,8.069344071221377e-87,0.18138930500935033,2.5286218354451963e-17
10_102729087_102729735,0.3385249916361852,5.8070924349649195e-09,0.07337569230618106,1.8964663765838974e-17
10_102791768_102792113,0.19886493658301743,0.0008015235556358399,0.022124992234964842,-2.686660700160521e-17
10_102809954_102810074,0.5237137487708703,3.414062304129233e-21,0.09161859521046661,3.792932753167795e-17
10_102810202_102810322,0.47393177171831613,3.853141580395877e-17,0.052657117060217945,-6.95371004747429e-17
10_102822308_102822970,0.15857251047877544,0.007740555662714719,0.023608920726127164,1.2643109177225981e-17
10_102890972_102892132,0.7214281378295226,1.9696556370786367e-46,0.14846952808493932,-2.5286218354451963e-17
10_102893922_102894710,0.8219499621461485,3.61924000118231e-70,0.22377690567601233,4.4250882120290936e-17
10_102894802_102895276,0.8132913437348449,1.4170492307988364e-67,0.24721985637387514,8.218020965196888e-17
10_102899274_102899588,0.7944173522200509,2.3000352196189603e-62,0.1894663058545394,-1.2643109177225983e-16
10_102899823_102900621,0.7899827325725368,3.2150778099824506e-61,0.2210935296848924,-8.850176424058187e-17
10_102905776_102905896,0.6356651650568774,3.258266747407118e-33,0.12681754907726422,6.321554588612991e-18
10_102906441_102906561,0.509769364443209,5.444663337860552e-20,0.1418433381480616,5.689399129751692e-17
10_102974506_102975867,0.508027265646524,7.62751854245412e-20,0.09639051109786641,1.8964663765838974e-17
10_102976314_102976550,0.4653654413369226,1.6555662027831216e-16,0.07093424880959014,-6.321554588612991e-18
10_102976806_102977861,0.42199447789228234,1.4633525281754902e-13,0.11463862287603599,-2.2125441060145468e-17
10_102978699_102979215,0.12229686022416694,0.04049862556722006,0.017265567449118925,3.160777294306496e-17
10_102982158_102982833,0.3682755262997242,1.8752225158686836e-10,0.08779895933543437,-1.2643109177225981e-17
10_102983059_102983179,0.5058907757167668,1.1502733454515527e-19,0.11600427587555051,0.0
10_102984393_102984711,0.43427814126464154,2.3606749968804658e-14,0.03974784874298867,-5.0572436708903925e-17
10_102985003_102985564,0.3593614269797538,5.446311927413428e-10,0.07012371242735932,5.0572436708903925e-17
10_102986377_102987177,0.5981016294339723,1.1919850257631207e-28,0.12263639853189257,5.373321400321042e-17
10_102987293_102987527,0.821102098917544,6.586790079732823e-70,0.18457353235696286,-5.0572436708903925e-17
10_102988094_102988559,0.6048338513199898,2.007898970356938e-29,0.12628417785616203,-1.0114487341780785e-16
10_102988778_102990284,0.6445591120904293,2.1791730378282034e-34,0.16005144805935295,-3.792932753167795e-17
10_102995987_102996213,0.8199545254396167,1.473913932478135e-69,0.15056536477656413,-6.321554588612992e-17
10_102996294_102996414,0.42498849069009587,9.444568881420053e-14,0.14318959762342745,-7.58586550633559e-17
10_102996630_102996857,0.5238259882463311,3.3370644818500276e-21,0.07154476941756123,-6.95371004747429e-17
10_102998224_102998464,0.6150138957078457,1.2517943206497217e-30,0.10311592925457227,3.63489388845247e-17
10_102998592_102998712,0.8683199958842306,6.026063043819052e-87,0.1299945924880928,8.850176424058187e-17
10_103043956_103044312,0.7985824557768093,1.8193344299577874e-63,0.2405763403663097,-9.166254153488837e-17
10_103051073_103051690,0.2692110313136493,4.7063153859198705e-06,0.01955189400551434,1.2643109177225981e-17
10_103326369_103326587,0.23231544616511887,8.463860625373524e-05,0.047800992787695416,6.321554588612991e-18
10_103329232_103329924,0.3434394968105059,3.3750051692996255e-09,0.023466358436020105,-1.8964663765838974e-17
10_103534958_103535682,0.5222632068628084,4.581142504917067e-21,0.07701688980365388,6.321554588612991e-18
10_103536047_103536288,0.5901628234623898,9.232458515457916e-28,0.043741338200943426,-2.5286218354451963e-17
10_103538901_103539543,0.3391646128407141,5.413979640217491e-09,0.09120902393741576,4.109010482598444e-17
10_103539626_103539960,0.24003905187203625,4.794057926204293e-05,0.07062176466440431,-6.321554588612991e-18
10_103543050_103543389,0.20709781577443254,0.00047571074694125983,0.027605828325114042,-1.0114487341780785e-16
10_103599655_103599775,0.26631456975252893,6.00102802731577e-06,0.012784837002062227,-3.160777294306496e-17
10_103600235_103600847,0.15917430648683206,0.00750822947259503,0.03864157353711191,-5.689399129751692e-17
10_103603617_103603737,0.5617774290427183,8.95739161429957e-25,0.047032737049389914,-5.0572436708903925e-17
10_103880589_103880709,0.15409713324056554,0.009678894830338835,0.0001180729494402506,-2.054505241299222e-17
10_103986039_103986269,0.6352709721993276,3.665748087733063e-33,0.1321599923584838,-1.8964663765838974e-17
10_103990513_103991788,0.4618342462928375,2.9841192896604055e-16,0.13612617512642114,0.0
10_104000957_104001713,0.2868926627718014,1.003452646184251e-06,0.0723588942889682,-2.5286218354451963e-17
10_104169108_104169228,0.2053941077209412,0.0005308284010405417,0.020523102815753796,1.2643109177225981e-17
10_104170119_104170712,0.5305115162266507,8.444595303097277e-22,0.12561201427045726,-2.844699564875846e-17
10_104178391_104178767,0.3589603345866549,5.709573665699001e-10,0.020185227407923605,-4.109010482598444e-17
10_104179856_104180173,0.1208874150809358,0.042883688900252404,0.008954113740645645,6.95371004747429e-17
10_104404322_104404912,0.16006831498210786,0.007174569661714438,0.0001122601244712816,1.8964663765838974e-17
10_104473250_104474760,0.20325197550086868,0.000608526779884865,2.975026092215602e-05,1.8964663765838974e-17
10_104629137_104629257,0.37649185087192494,6.81538692089173e-11,0.1254667251362337,6.321554588612992e-17
10_105036379_105037051,0.6319483109581132,9.830943546282085e-33,0.1179725482966656,-4.109010482598444e-17
10_105037143_105037494,0.4131179736197228,5.226243477534445e-13,0.055186270505643786,-6.321554588612991e-18
10_105212163_105212283,0.26969855643356044,4.516432069444167e-06,0.05942558785517185,-4.109010482598444e-17
10_105253257_105254447,0.2171554023420377,0.00024462217244274086,0.015196884884001519,1.2643109177225981e-17
10_105615558_105615797,0.2982636833723677,3.5070262147100026e-07,0.015392120928515106,0.0
10_106014339_106015225,0.14106173830380864,0.017984972920904983,0.037208295651130055,-9.482331882919487e-18
10_106034453_106034803,0.17013762526533574,0.004233800043485919,0.046408609886294167,1.8964663765838974e-17
10_106051175_106051523,0.14794890021534468,0.013039150884314057,0.030864159983144294,-1.2643109177225981e-17
10_106098977_106099097,0.20709113804695306,0.00047591601267622644,0.01421945610101154,1.2643109177225981e-17
10_106113403_106113633,0.349714767482351,1.6646496639507194e-09,0.04993842177639338,-7.901943235766239e-17
10_106398582_106399167,0.572775400591543,6.74849727740505e-26,0.15112649726633792,1.2643109177225981e-17
10_106399458_106400703,0.515898693019531,1.6372668453059408e-20,0.1050913525156016,4.4250882120290936e-17
10_106400824_106401942,0.2908160897428506,7.017836247459819e-07,0.06798155300299208,-2.844699564875846e-17
10_106402149_106402812,0.3991983996221081,3.571938135254836e-12,0.11445627864626365,1.2643109177225981e-17
10_106440739_106441179,0.34465312730453307,2.947396238636511e-09,0.024277505592975146,1.2643109177225981e-17
10_108924103_108924868,0.40257992875263793,2.257760598528088e-12,0.06000744270132488,-4.5831270767444185e-17
10_110225956_110226285,0.568318681110911,1.9468665932425545e-25,0.13292403558523533,1.2643109177225981e-17
10_11059338_11059932,0.4561619791664161,7.58035107304539e-16,0.16261390143691254,-1.3433303500802606e-17
10_11060049_11060643,0.1308570198930368,0.02829120187578423,0.009157836740976765,-8.218020965196888e-17
10_110671584_110672439,0.43992765835201236,9.947825831127645e-15,0.09679267223639064,3.792932753167795e-17
10_111216361_111216886,0.5477958496859853,2.093261499590477e-23,0.13109141824577386,6.005476859182342e-17
10_111767211_111768501,0.3518712608396274,1.3009688290222937e-09,0.07171513394932397,3.160777294306496e-17
10_112402925_112404319,0.548762602879743,1.6913935726055902e-23,0.07918213758529419,1.2643109177225981e-17
10_112431836_112432506,0.2821318404864345,1.5374673541795378e-06,0.05211452976617524,-6.95371004747429e-17
10_112679810_112680169,0.2037388878482684,0.0005899936569559336,8.712869441570184e-05,-2.5286218354451963e-17
10_114886335_114886665,0.1847656626458034,0.00186927260620491,0.016447803361660362,-8.534098694627537e-17
10_115802730_115803540,0.194075229776213,0.0010757133662620557,0.01732635681921535,-6.95371004747429e-17
10_115803773_115804009,0.12334525269281191,0.038797950864369754,0.006779962051598826,6.321554588612991e-18
10_115805253_115805373,0.5141614545682681,2.3072724411800322e-20,0.07589820730665947,-5.373321400321042e-17
10_115861024_115861144,0.20531895556049917,0.0005333908849750087,0.054507555972062624,1.2643109177225981e-17
10_115933708_115934286,0.20325197550086868,0.000608526779884865,2.4974331566420212e-05,-3.792932753167795e-17
10_115998991_115999590,0.171286407823046,0.00397931052891078,0.05140472161196858,-3.1607772943064953e-18
10_116163246_116164672,0.34238237323473825,3.795926423965823e-09,0.06370720797752165,-1.8964663765838974e-17
10_116391655_116392000,0.5160415098667499,1.5916003726895872e-20,0.16800492069160236,8.850176424058187e-17
10_116853619_116854094,0.2864418482069029,1.0451796107257839e-06,0.019732204757263717,-1.2643109177225981e-17
10_11784135_11784255,0.17736885223101778,0.002848016918729785,0.017410039284034895,-5.373321400321042e-17
10_11784377_11784738,0.19857599362866502,0.0008160343953062247,0.07840885108147731,-3.792932753167795e-17
10_118030827_118032671,0.30467191979120184,1.9003848628688147e-07,0.06629675876505711,-3.9509716178831196e-17
10_118032903_118033138,0.1309128647196152,0.028223283094839454,0.020660960150672016,2.2125441060145468e-17
10_118033241_118033361,0.18896694737781342,0.0014612956505081463,0.019337491899923027,-6.321554588612991e-18
10_118033459_118034230,0.43109848783879157,3.8125680835034984e-14,0.05198799382548551,-4.5831270767444185e-17
10_118369003_118369214,0.6008544391873476,5.783420206535704e-29,0.12588052564308472,-1.580388647153248e-17
10_118500961_118501202,0.623051634152463,1.3016762822179173e-31,0.09356845352520801,-7.58586550633559e-17
10_118501439_118502756,0.18776713091603886,0.001568573206673617,0.0030009239185563113,5.0572436708903925e-17
10_118547589_118547919,0.12364719310144733,0.038319491722702506,0.0006435539723461968,6.321554588612992e-17
10_118608473_118609403,-0.1173564432716302,0.04938189603922828,0.0009541261300669301,-1.422349782437923e-17
10_118764067_118765138,-0.13597093185515716,0.022623964894235394,0.0009507686355362963,1.2643109177225981e-17
10_118891134_118891356,0.7992990343216339,1.168791616221579e-63,0.11346476407138725,5.0572436708903925e-17
10_118892396_118892639,0.6018037076778209,4.499567201992776e-29,0.09736356484451764,-1.8964663765838974e-17
10_118892854_118893076,0.28011969844385165,1.836968186253323e-06,0.032376526622379664,-6.63763231804364e-17
10_118893159_118893279,0.7015245342780169,6.0647294853803155e-43,0.07908906158577234,-1.0114487341780785e-16
10_118893430_118894453,0.8205962192793521,9.401173397015823e-70,0.21167413846945723,-9.482331882919487e-17
10_118896483_118897562,0.361620555050628,4.1696228747919303e-10,0.08249085064355827,1.0430565071211435e-16
10_118897674_118897890,0.499730314363149,3.7009078812522505e-19,0.09636632033827239,-6.321554588612991e-18
10_118899788_118899908,0.7912753854260168,1.5003019363589693e-61,0.19273489014315034,8.218020965196888e-17
10_118900209_118900329,0.8035448953646422,8.18159652407127e-65,0.1335673644443186,-7.58586550633559e-17
10_118922098_118923562,0.4987739047187625,4.427748483837572e-19,0.12747109395912426,1.2643109177225981e-17
10_118924472_118924827,0.5225687408925582,4.306516834138826e-21,0.08734106656484944,2.5286218354451963e-17
10_118925059_118925880,0.43631047894714076,1.7331121805611512e-14,0.041804587781042284,-2.5286218354451963e-17
10_118927580_118928075,0.18520602233564284,0.0018220863049908747,0.03223941797532514,-2.5286218354451963e-17
10_118928233_118928526,0.6310072219386846,1.2971701587204447e-32,0.0381809205860075,-1.2643109177225981e-17
10_118934489_118935452,0.3036267388416407,2.10222832451583e-07,0.03350710300720394,-2.2125441060145468e-17
10_118976185_118976521,0.12324769745415093,0.038953613316906395,0.030642388248915603,6.321554588612991e-18
10_119000674_119000794,0.25732172417580845,1.2536207569763782e-05,0.04103573697288273,-5.847437994467016e-17
10_119000912_119001616,0.26666397618101234,5.828522491447087e-06,0.08360961126353271,2.5286218354451963e-17
10_119133495_119135750,0.1264742607359199,0.03407683291465797,0.011596672531376518,1.8964663765838974e-17
10_119292299_119292419,0.7453532811741961,4.745133958562977e-51,0.17271839230431452,2.5286218354451963e-17
10_119294171_119295403,0.371750834804977,1.2264146898198544e-10,0.10423535589834633,1.2643109177225981e-17
10_119295704_119296211,0.5776745367264772,2.0665961200456028e-26,0.11883210044940487,2.5286218354451963e-17
10_119296297_119297572,0.5063873364243905,1.0457912679796558e-19,0.11876743814935434,-1.8964663765838974e-17
10_119300871_119301099,0.6479562649692371,7.572582344167762e-35,0.07631996394326064,-1.2643109177225981e-17
10_119301198_119301829,0.7531724185055735,1.1301563521107354e-52,0.19439105017753186,1.517173101267118e-16
10_119302036_119302156,0.5250891954475516,2.5799627782044865e-21,0.10169326834086324,-7.26978777690494e-17
10_119302791_119302911,0.47467367488486917,3.389553256269586e-17,0.11094645448153838,1.422349782437923e-17
10_119303029_119303862,0.5249033364217547,2.6796926563928698e-21,0.11973657877800763,-1.8964663765838974e-17
10_119304235_119305467,0.748444809080542,1.1007047175110005e-51,0.20938576800832223,9.482331882919487e-17
10_119306308_119306428,0.7142907454715475,3.798643118851977e-45,0.06163199605610154,-1.2643109177225981e-17
10_119311475_119312134,0.2730052270229848,3.40851369155258e-06,0.07199964469086655,-2.5286218354451963e-17
10_119312710_119313369,0.6732611456549541,1.8487129927672847e-38,0.17025324743430054,2.054505241299222e-17
10_119494307_119494823,0.8555497535697132,9.518503505475961e-82,0.2436408789674405,-7.58586550633559e-17
10_119805696_119806042,0.1755686358133356,0.0031478542317399318,0.0005621257133000964,4.4250882120290936e-17
10_119806251_119806604,0.13407387765190001,0.024600002728099337,0.0003494786867966536,-1.2643109177225981e-17
10_120513950_120515135,0.2765571238681483,2.508845657653254e-06,0.03230696174642694,0.0
10_12084207_12085372,0.15776787117135277,0.008061193660562986,0.0001398907474116236,1.8964663765838974e-17
10_120937733_120938525,0.1750218999391484,0.003244423885268463,2.4989873791824297e-05,-3.160777294306496e-17
10_12110665_12111119,0.26056500679216643,9.641036446535747e-06,3.805304795303026e-05,5.0572436708903925e-17
10_12111334_12111454,0.1577678711713528,0.008061193660562986,6.104759853394604e-05,1.8964663765838974e-17
10_121301620_121302216,0.18147431661444557,0.002258868334805793,0.026933908163196355,1.580388647153248e-17
10_121302335_121303169,0.1363179428511005,0.0222777529115732,0.0003285100766210673,-2.2125441060145468e-17
10_121410801_121411863,0.19138191718697986,0.001265484139073653,0.0044681995935900365,-1.2643109177225981e-17
10_122216107_122216348,0.16104168701622154,0.006826399298772629,0.02157211113776507,-2.5286218354451963e-17
10_122216453_122217025,0.27908454118961384,2.0120137543292126e-06,0.0412132878273321,-1.8964663765838974e-17
10_122708511_122708869,0.4409536444996392,8.488264385522956e-15,0.18568848491448608,-5.373321400321042e-17
10_122739389_122739509,0.12994853659606315,0.029415934007280858,0.0038546573955137342,2.2125441060145468e-17
10_123356617_123358378,0.2714586261210102,3.889868050286256e-06,0.12953533853476118,-1.8964663765838974e-17
10_12390836_12390956,0.1537480543777456,0.009846793943324677,0.02577078096533194,-3.160777294306496e-17
10_12391667_12392732,0.1432335090915669,0.01627318727575792,0.05297337105537185,2.449602403087534e-17
10_123922709_123923661,0.8081709831299306,4.186809607889257e-66,0.2734254217989713,1.8964663765838974e-17
10_124220504_124220863,0.14601716324046557,0.014288485681443608,0.025659405410909542,-5.373321400321042e-17
10_124221216_124222166,0.1796722451569205,0.002502250893448733,0.010713885316208175,-2.3705829707298717e-17
10_124639141_124639617,0.26852113747846007,4.9880560043381e-06,0.04344346167340306,1.8964663765838974e-17
10_124713386_124713980,0.12966891391961255,0.02976972618963697,0.0008164901899836029,9.640370747634811e-17
10_124768269_124768971,0.2033206184164633,0.0006058818253530389,0.009760511172593578,-3.160777294306496e-17
10_124892317_124893138,0.6165811872819684,8.092261392751102e-31,0.02158760675369451,0.0
10_124894083_124895033,0.5864958514453449,2.3321611400269175e-27,0.14755598134961523,-4.899204806175068e-17
10_124895150_124895744,0.29887605656733823,3.3096878519529604e-07,0.07071197651129467,-2.5286218354451963e-17
10_124895861_124896692,0.4287475090182192,5.416845564587178e-14,0.15725230054998263,3.9509716178831196e-17
10_124896809_124896929,0.40120257344509475,2.7233186010271892e-12,0.153617843284904,-3.002738429591171e-17
10_124897046_124897641,0.4345919998160734,2.2509636663290253e-14,0.1482560063275259,-6.163515723897666e-17
10_124899507_124899962,0.6917689767690721,2.44876695490346e-41,0.18729774129941307,8.218020965196888e-17
10_124901950_124903225,0.7791401233625738,1.5658570042373701e-58,0.19396294832574654,6.321554588612992e-17
10_124903885_124904005,0.16375414085128517,0.005934469169357992,0.0066342446085816,-9.482331882919487e-18
10_124904911_124905031,0.5184887808670307,9.781670501544086e-21,0.05523391079609473,2.5286218354451963e-17
10_124905464_124906161,0.5742989088741192,4.680614462982831e-26,0.108769340710266,-1.0114487341780785e-16
10_124907274_124908533,0.6616507703984177,9.287461039648735e-37,0.18078846140818097,1.2643109177225981e-17
10_124909116_124909725,0.5361949506348441,2.562938559406195e-22,0.12088822235200967,-4.109010482598444e-17
10_124910379_124911104,0.5003928036212596,3.2675513626060006e-19,0.10066986529346404,-3.792932753167795e-17
10_125650987_125651210,0.7834093325239376,1.4290773784219908e-59,0.18455942907441275,-6.321554588612992e-17
10_125851344_125853324,0.17745252814594717,0.002834732815770416,0.017881422562300558,-1.580388647153248e-17
10_126136046_126136166,0.6452359214019708,1.7672618604552744e-34,0.09370421093351382,-6.321554588612991e-18
10_126136276_126136625,0.5685723211409209,1.8337342908385942e-25,0.08079603172106427,1.8964663765838974e-17
10_126137152_126137861,0.3859338422255111,2.055442841733522e-11,0.0573291636686708,-2.5286218354451963e-17
10_126137977_126139038,0.21248445418510983,0.00033442918915074234,0.07699248963268043,-3.9509716178831196e-17
10_126605961_126606551,0.12964442043509858,0.02980088915031689,0.00015790411919430755,0.0
10_126850322_126850554,-0.1531194622251402,0.01015565103534326,0.0019957470844967013,6.321554588612992e-17
10_128075795_128075915,0.4294871599619057,4.8516132344235196e-14,0.043354390464493305,-3.1607772943064953e-18
10_128076132_128076848,0.25275370722430923,1.804008498674032e-05,0.07679269596262102,3.160777294306496e-17
10_128076966_128077324,0.35933007068617384,5.466461130914181e-10,0.07998140882463116,-3.160777294306496e-17
10_128593554_128594147,-0.11843686424647844,0.04731156879008106,0.001786056751286041,7.427826641620264e-17
10_128993520_128994456,0.3356269166627156,7.962042601931846e-09,0.07712307612433623,-2.5286218354451963e-17
10_128994563_128994804,0.15345122258457108,0.009991588674142182,0.018361333735305282,0.0
10_129534519_129534995,0.7222005544949489,1.4219717013325931e-46,0.19023094352699918,6.321554588612991e-18
10_129535353_129535473,0.7217418129716084,1.7257812428250746e-46,0.209976778282409,5.0572436708903925e-17
10_129535593_129535950,0.6904308086656643,4.0205829885018413e-41,0.1467527268548104,-6.321554588612991e-18
10_129536069_129536309,0.6552262504747026,7.532669247847123e-36,0.12751246667819516,-5.0572436708903925e-17
10_129705092_129705319,0.14680435977648737,0.013767225800082208,0.026733750703307538,-2.844699564875846e-17
10_129923709_129924736,0.12434166879429497,0.03723791999002588,0.00600913223085904,1.2643109177225981e-17
10_129948135_129948777,0.26311964669292626,7.820417600965657e-06,0.06080699318969005,-3.160777294306496e-17
10_130008744_130009220,0.26395457744942086,7.299930300774723e-06,0.04741416751508706,-3.31881615902182e-17
10_130085027_130085481,0.48308889163164254,7.74674457844599e-18,0.060056438393506405,-1.2643109177225981e-17
10_130338738_130339187,0.5394392975071728,1.2844470588741777e-22,0.12690593313636803,1.580388647153248e-17
10_130339292_130340007,0.42698772162978677,7.033116871884904e-14,0.06388516322342114,-4.4250882120290936e-17
10_13043185_13044024,0.3696902783808857,1.5785021401309299e-10,0.11542189081839019,3.160777294306496e-17
10_13142248_13142610,0.15215234480581075,0.010647604330902685,0.009524211456115232,-2.3705829707298717e-17
10_131757027_131757147,0.2890905204319822,8.218482258323775e-07,0.041800846157519014,-7.58586550633559e-17
10_131757260_131758057,0.4866939422840646,4.065027007568862e-18,0.0923413685397511,1.3433303500802606e-17
10_131761343_131761822,0.4326601174802295,3.0147098285093317e-14,0.0685001440429799,-5.0572436708903925e-17
10_131762785_131763266,0.39120429206407825,1.0351223711526402e-11,0.09982685093527645,7.58586550633559e-17
10_131767379_131767620,0.47502429892877485,3.1899550564896835e-17,0.11122595432548785,-6.321554588612991e-18
10_131768609_131769285,0.45279735200824955,1.3071343072144878e-15,0.08506251732398615,-1.2643109177225981e-17
10_131769562_131770153,0.38557372857526406,2.1531180689452884e-11,0.04159084580238615,-6.321554588612991e-18
10_131770269_131770389,0.3708371569361222,1.371938120110021e-10,0.041854074490657804,-8.218020965196888e-17
10_131770585_131771309,0.4447868158015233,4.669860822290034e-15,0.11124309822485459,-3.160777294306496e-17
10_13203213_13203894,0.14474514624795456,0.015167412829564346,0.0009803778363946308,1.2643109177225981e-17
10_133109252_133109493,0.5148336242180254,2.020957025925408e-20,0.12540799495617289,-5.689399129751692e-17
10_133109604_133109724,0.2061531629866706,0.000505578680238826,0.0128161143502021,-1.2643109177225981e-17
10_133110176_133111110,0.5762953242414103,2.88946008466264e-26,0.1596083688062977,6.321554588612992e-17
10_133795751_133796321,0.43239176965421544,3.1391031361373075e-14,0.05732156887000756,0.0
10_133849746_133850826,0.2982979203719155,3.495701429455234e-07,0.02414419569300704,4.267049347313769e-17
10_133999915_134000755,0.4931943678342749,1.2463998665797542e-18,0.07652345624528574,-2.5286218354451963e-17
10_134000875_134001355,0.5439789448527407,4.824229911881622e-23,0.10270207595488223,5.689399129751692e-17
10_134121688_134122409,0.22511851045597508,0.0001413362341991412,0.032702156637764684,7.90194323576624e-18
10_134598118_134598238,0.23166930499699348,8.868482829542456e-05,0.026441446132961687,5.0572436708903925e-17
10_134598987_134599465,0.5079887477962088,7.684418117915733e-20,0.06986546583508213,2.5286218354451963e-17
10_134599823_134601260,0.3307690280452628,1.3415938498038556e-08,0.1073113926491982,3.1607772943064953e-18
10_134601381_134602580,0.36317150005567495,3.466802316603849e-10,0.13112651228097033,0.0
10_134755835_134756407,0.29690001899951285,3.9878610241314035e-07,0.08109519158755954,-3.160777294306496e-17
10_134901165_134902294,0.409904682485011,8.209842294864782e-13,0.11183567855772616,0.0
10_134973494_134973849,0.21929154994024683,0.0002115533649470449,0.02266942781294306,-5.373321400321042e-17
10_134973965_134974671,0.33581419415821384,7.802070243160084e-09,0.055664608535374006,2.5286218354451963e-17
10_135043197_135043553,0.5436622415137007,5.1678190610146494e-23,0.12192452408503736,-1.2643109177225981e-17
10_135043892_135044235,0.17976676958463483,0.002488914268416838,0.026716033108382782,-2.5286218354451963e-17
